URL,Title,Brand,MRP,Current Price,Discount %,Rating,Reviews,Care instructions,Closure type,Country of Origin,Length,Material type,Occasion type,Style
https://www.amazon.in/Lymio-Cargo-Cotton-Cargos-Cargo-09-12/dp/B0CTPZ3364/ref=sr_1_15?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-15,Lymio Men's Regular Fit Low Rise Cargo || Cargo Pants Cotton || Cargos (Cargo-09-12),Lymio,4999,529,89,3.5,4951,Machine Wash,Drawstring,India,Long Length,Cotton,Casual,Cargo
https://www.amazon.in/JVX-Looses-Denimjeans-Baggyjeans-Numeric/dp/B0DVZDPT3Z/ref=sr_1_14?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-14,JVX Jeans for Men || Men Jeans || Looses Fit DenimJeans || BaggyJeans (NJJ-04),JVX,3999,619,85,3.8,347,Machine Wash,Button,India,Standard Length,Cotton,"Diwali, Bachelor Party, Any occasion, Birthday, Valentine's Day",Classic
https://www.amazon.in/GRECIILOOKS-Regular-Stylish-Trouser-Available/dp/B0CXPWSGVB/ref=sr_1_13?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-13,GRECIILOOKS Men's Loose Mid Rise Regular | Sports Stylish Track Pant | Trouser (Available in Plus Size and Combo Pack of 2),GRECIILOOKS,1999,429,79,4.0,1008,Machine Wash,Pull On,India,Standard Length,Polycotton,"Graduation, Bachelor Party, Anniversary, Honeymoon, Birthday",Single Pack
https://www.amazon.in/LOUIS-SENSE-Loose-Pants-CARGO-03_Green/dp/B0F21YHWS8/ref=sr_1_12?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-12,LOUIS SENSE Men's Loose Pants,LOUIS SENSE,3999,599,85,3.6,261,Machine Wash,Drawstring,India,Full length,Cotton,Any occasion,Cargo
https://www.amazon.in/Van-Heusen-Mens-Pants-VHTFFSLBE81735_Charcoal/dp/B0F296BP9F/ref=sr_1_11?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-11,Van Heusen Men's Mid Rise Slim Fit Premium Formal Trousers | Superior Comfort | Auto-Flex Waist Band | Soft Touch,Van Heusen,2299,1049,54,4.2,115,Machine Wash,Zipper,India,N/A,Polyester,N/A,Modern
https://www.amazon.in/GRECIILOOKS-Regular-Track-Pant-Gl-Tp-1011-M-White/dp/B0CXPV959L/ref=sr_1_10?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-10,GRECIILOOKS Men's Lycra Cargo Track Pants – Loose Fit Joggers for Men | Korean Style Travel & Lounge Wear with Pockets (Available in Plus Size and Combo Pack of 2),GRECIILOOKS,1999,399,80,3.9,3086,Machine Wash,Pull On,India,Standard Length,Poly Lycra,"Graduation, Bachelor Party, Anniversary, Honeymoon, Birthday",Single Pack
https://www.amazon.in/SMOWKLY-Lightweight-Wrinkle-Free-Comfortable-1649_CK_32/dp/B0DRJJT58M/ref=sr_1_9?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-9,SMOWKLY Men's Premium Cotton Blend Relaxed Fit Casual Trouser || Flexible Elastic Waist with Drawstring || Comfortable Pant for Sweatpant & Casual Wear,SMOWKLY,1299,426,67,4.0,1049,Machine Wash,Drawstring,India,Long Length,Polycotton,"Bachelor Party, Diwali, Father's Day, Thanksgiving, Valentine's Day",Modern
https://www.amazon.in/Mehrang-Trousers-Pockets-Numeric-Regular/dp/B0DB5FHWGV/ref=sr_1_8?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-8,Mehrang Men's Stretchable Stretchable Formal Pant Trousers | Stylish Slim Fit Men's Wear Trousers for Office or Party | Polycotton Knitted Fabric,Mehrang,1499,283,81,3.4,1211,Hand Wash Only,Button,India,Standard Length,Cotton Blend,Any occasion,Modern
https://www.amazon.in/SMOWKLY-Aesthetic-Cotton-Blend-Corduroy-1678_BRN_L/dp/B0FNKCC37H/ref=sr_1_7?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-7,SMOWKLY Women's Aesthetic Cotton-Blend Wide Leg Pants with Pocket || Loose Comfy Elastic Waist Corduroy Textured Casual Work Trouser,SMOWKLY,3999,586,85,5.0,4,Machine Wash,Button,India,Long Length,Cotton Blend,"New Year, Diwali, Bachelor Party, Birthday, Valentine's Day",Womens straight leg trouser
https://www.amazon.in/Aesthetic-Streetwear-Oversized-Elastic-Relaxed/dp/B0FHRPBCZ2/ref=sr_1_6?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-6,LEGASUS Aesthetic Gothic Wide Leg Pants for Men | Tribal Print Baggy Streetwear | Oversized Track Pants with Elastic Waist | Black and White Relaxed Fit Bottoms,LEGASUS,999,445,55,2.9,77,Hand Wash Only,Drawstring,India,N/A,Cotton,N/A,Modern
https://www.amazon.in/TOPLOT-Cargo-Trousers-Utility-Men-Camo-Cargo-5236-Green-34/dp/B0F13KWJS7/ref=sr_1_53?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.yH2AlnNv5CT544pvYBgrLvXEZJE3dRXUAnvaaoStJGignisMHBLjjXMU9rJ2xIltv1xk_6H3fT8IPsPd2xMymwJn2ekyGkSZMeDgbqCUrsrV9KQ_TnXBvlr-KwCGXu8UDhQkf9gMleUCbfpm5dQxaAJj1zHKMvp_ZfzIMCvK9yrA9DfJGKYKAQdbJ48uQ4T6O-9Qu_UHzZUCqveSgc6e9uQfR2BRvoN5UTm-jevLWE2JAPVK2dZux89wfqdbMVn4I_sv1-u840GN0kynZu4zw2Azp0VBoeFm0zQorrwIqi8.7Orw0Kygx7vx4ZleWEEGXLcmFzqgWkm6peTTl1JfCdo&dib_tag=se&keywords=pants&qid=1758558997&sprefix=pants%2Caps%2C236&sr=8-53&xpid=LB92lQMdehX_y,TOPLOT Men Cargo || Men Cargo Pants ||Camo Trousers || Utility Pants (5236),TOPLOT,2599,499,81,4.3,80,Machine Wash,Drawstring,India,Standard Length,Cotton,"Bachelor Party, Honeymoon, Birthday, Independence Day, Thanksgiving",Cargo
https://www.amazon.in/TOPLOT-Tactical-Cargo-Pants-Men-Cargo-5227-Dolphin-36/dp/B0DTTXM1R4/ref=sr_1_97?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.yH2AlnNv5CT544pvYBgrLvXEZJE3dRXUAnvaaoStJGignisMHBLjjXMU9rJ2xIltv1xk_6H3fT8IPsPd2xMymwJn2ekyGkSZMeDgbqCUrsrV9KQ_TnXBvlr-KwCGXu8UDhQkf9gMleUCbfpm5dQxaAJj1zHKMvp_ZfzIMCvK9yrA9DfJGKYKAQdbJ48uQ4T6O-9Qu_UHzZUCqveSgc6e9uQfR2BRvoN5UTm-jevLWE2JAPVK2dZux89wfqdbMVn4I_sv1-u840GN0kynZu4zw2Azp0VBoeFm0zQorrwIqi8.7Orw0Kygx7vx4ZleWEEGXLcmFzqgWkm6peTTl1JfCdo&dib_tag=se&keywords=pants&qid=1758558997&sprefix=pants%2Caps%2C236&sr=8-97&xpid=LB92lQMdehX_y,TOPLOT Men's Tactical Cargo Pant (5227),TOPLOT,2199,649,70,4.2,48,Machine Wash,Button,India,Standard Length,Cotton,"Bachelor Party, Anniversary, Honeymoon, Birthday, Valentine's Day",Cargo
https://www.amazon.in/Lymio-Cargo-Cotton-Cargos-Cargo-34-Green-2XL/dp/B0D91WYKLF/ref=sr_1_96?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.yH2AlnNv5CT544pvYBgrLvXEZJE3dRXUAnvaaoStJGignisMHBLjjXMU9rJ2xIltv1xk_6H3fT8IPsPd2xMymwJn2ekyGkSZMeDgbqCUrsrV9KQ_TnXBvlr-KwCGXu8UDhQkf9gMleUCbfpm5dQxaAJj1zHKMvp_ZfzIMCvK9yrA9DfJGKYKAQdbJ48uQ4T6O-9Qu_UHzZUCqveSgc6e9uQfR2BRvoN5UTm-jevLWE2JAPVK2dZux89wfqdbMVn4I_sv1-u840GN0kynZu4zw2Azp0VBoeFm0zQorrwIqi8.7Orw0Kygx7vx4ZleWEEGXLcmFzqgWkm6peTTl1JfCdo&dib_tag=se&keywords=pants&qid=1758558997&sprefix=pants%2Caps%2C236&sr=8-96&xpid=LB92lQMdehX_y,Lymio Men Cargo || Cotton Cargo Pants for Men || Regular Fit High Rise Solid Pants (1Cargo-34-37),Lymio,4599,649,86,4.0,2362,Machine Wash,Drawstring,India,Full Length,Cotton,Casual,Cargo
https://www.amazon.in/Trillion-Light-Straight-Trackpants-Darkgrey/dp/B0FLVSJ9T4/ref=sr_1_95?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.yH2AlnNv5CT544pvYBgrLvXEZJE3dRXUAnvaaoStJGignisMHBLjjXMU9rJ2xIltv1xk_6H3fT8IPsPd2xMymwJn2ekyGkSZMeDgbqCUrsrV9KQ_TnXBvlr-KwCGXu8UDhQkf9gMleUCbfpm5dQxaAJj1zHKMvp_ZfzIMCvK9yrA9DfJGKYKAQdbJ48uQ4T6O-9Qu_UHzZUCqveSgc6e9uQfR2BRvoN5UTm-jevLWE2JAPVK2dZux89wfqdbMVn4I_sv1-u840GN0kynZu4zw2Azp0VBoeFm0zQorrwIqi8.7Orw0Kygx7vx4ZleWEEGXLcmFzqgWkm6peTTl1JfCdo&dib_tag=se&keywords=pants&qid=1758558997&sprefix=pants%2Caps%2C236&sr=8-95&xpid=LB92lQMdehX_y,Trillion Light Fit Straight Fit Track Pant for Men | Lower for Men | Gym Trackpants,Trillion,1499,474,68,4.1,26,Machine Wash,Pull On,India,Standard Length,Polyester,N/A,Modern
https://www.amazon.in/GRECIILOOKS-Track-Trouser-Stylish-Regular/dp/B0DKP6JJRH/ref=sr_1_94?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.yH2AlnNv5CT544pvYBgrLvXEZJE3dRXUAnvaaoStJGignisMHBLjjXMU9rJ2xIltv1xk_6H3fT8IPsPd2xMymwJn2ekyGkSZMeDgbqCUrsrV9KQ_TnXBvlr-KwCGXu8UDhQkf9gMleUCbfpm5dQxaAJj1zHKMvp_ZfzIMCvK9yrA9DfJGKYKAQdbJ48uQ4T6O-9Qu_UHzZUCqveSgc6e9uQfR2BRvoN5UTm-jevLWE2JAPVK2dZux89wfqdbMVn4I_sv1-u840GN0kynZu4zw2Azp0VBoeFm0zQorrwIqi8.7Orw0Kygx7vx4ZleWEEGXLcmFzqgWkm6peTTl1JfCdo&dib_tag=se&keywords=pants&qid=1758558997&sprefix=pants%2Caps%2C236&sr=8-94&xpid=LB92lQMdehX_y,GRECIILOOKS Men's Loose Mid Rise Casual Trousers Pants | Regular | Sports Stylish Treck Pant | Sweatpants (Available in Plus Size and Combo Pack of 2),GRECIILOOKS,1999,429,79,3.9,2121,Machine Wash,Pull On,India,Mid Length,Lycra,N/A,Single Pack
https://www.amazon.in/Peter-England-Pants-PCTFSSSB674064_Size-Brown/dp/B0D6NHPVDJ/ref=sr_1_93?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.yH2AlnNv5CT544pvYBgrLvXEZJE3dRXUAnvaaoStJGignisMHBLjjXMU9rJ2xIltv1xk_6H3fT8IPsPd2xMymwJn2ekyGkSZMeDgbqCUrsrV9KQ_TnXBvlr-KwCGXu8UDhQkf9gMleUCbfpm5dQxaAJj1zHKMvp_ZfzIMCvK9yrA9DfJGKYKAQdbJ48uQ4T6O-9Qu_UHzZUCqveSgc6e9uQfR2BRvoN5UTm-jevLWE2JAPVK2dZux89wfqdbMVn4I_sv1-u840GN0kynZu4zw2Azp0VBoeFm0zQorrwIqi8.7Orw0Kygx7vx4ZleWEEGXLcmFzqgWkm6peTTl1JfCdo&dib_tag=se&keywords=pants&qid=1758558997&sprefix=pants%2Caps%2C236&sr=8-93&xpid=LB92lQMdehX_y,Peter England Men's Slim Fit Mid Rise Pants,Peter England,1999,899,55,4.2,17,Machine Wash,Button,India,Full Length [NA],Cotton Blend,Casual,Chino
https://www.amazon.in/Peter-England-Super-Skinny-PJDNCNSTPZ82050_Navy/dp/B0F9DZ9CDK/ref=sr_1_92?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.yH2AlnNv5CT544pvYBgrLvXEZJE3dRXUAnvaaoStJGignisMHBLjjXMU9rJ2xIltv1xk_6H3fT8IPsPd2xMymwJn2ekyGkSZMeDgbqCUrsrV9KQ_TnXBvlr-KwCGXu8UDhQkf9gMleUCbfpm5dQxaAJj1zHKMvp_ZfzIMCvK9yrA9DfJGKYKAQdbJ48uQ4T6O-9Qu_UHzZUCqveSgc6e9uQfR2BRvoN5UTm-jevLWE2JAPVK2dZux89wfqdbMVn4I_sv1-u840GN0kynZu4zw2Azp0VBoeFm0zQorrwIqi8.7Orw0Kygx7vx4ZleWEEGXLcmFzqgWkm6peTTl1JfCdo&dib_tag=se&keywords=pants&qid=1758558997&sprefix=pants%2Caps%2C236&sr=8-92&xpid=LB92lQMdehX_y,Peter England Men's Slim Tapered Jeans | Denim Mid Wash | Casual Wear | Modern Fit,Peter England,1999,899,55,3.8,4,Machine Wash,Button,India,N/A,Cotton Blend,N/A,Chino
https://www.amazon.in/Jack-Jini-Stretchable-Expandable-Lightweight/dp/B0BJVDKRBZ/ref=sr_1_91?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.yH2AlnNv5CT544pvYBgrLvXEZJE3dRXUAnvaaoStJGignisMHBLjjXMU9rJ2xIltv1xk_6H3fT8IPsPd2xMymwJn2ekyGkSZMeDgbqCUrsrV9KQ_TnXBvlr-KwCGXu8UDhQkf9gMleUCbfpm5dQxaAJj1zHKMvp_ZfzIMCvK9yrA9DfJGKYKAQdbJ48uQ4T6O-9Qu_UHzZUCqveSgc6e9uQfR2BRvoN5UTm-jevLWE2JAPVK2dZux89wfqdbMVn4I_sv1-u840GN0kynZu4zw2Azp0VBoeFm0zQorrwIqi8.7Orw0Kygx7vx4ZleWEEGXLcmFzqgWkm6peTTl1JfCdo&dib_tag=se&keywords=pants&qid=1758558997&sprefix=pants%2Caps%2C236&sr=8-91&xpid=LB92lQMdehX_y,"Jack and Jini Formal Pant with Expandable Waist for Men. Regular Fit, Flat Front, Premium Lycra Fabric for Office, Party and Casual Wear",Jack and Jini,1999,939,53,3.6,1231,Machine Wash,Zipper,India,Standard Length,Polycotton,"Wedding, Bachelor Party, Office Wear, Anniversary, Business",Classic
